dt,roc_auc_score,accuracy,precision,recall,f1_score,hit_ratio_k,ndcg_k,model
2023-07-14,0.5156524662210347,0.9897593311645152,0.002884615384615385,0.04038461538461539,0.004945054945054945,0.038461538461538464,0.009699152573246819,svd
2023-07-15,0.49838591043385905,0.9879270636212939,0.0032258064516129032,0.005865102639296188,0.004162330905306971,0.06451612903225806,0.0032258064516129032,svd
2023-07-16,0.518296019017958,0.9885200343590518,0.003333333333333334,0.04567901234567901,0.0054023948760790865,0.06666666666666667,0.011207909640196325,svd
2023-07-17,0.49544017156668074,0.9882078060560443,0.0,0.0,0.0,0.0,0.0,svd
2023-07-18,0.4995170223659253,0.988158953370413,0.0038461538461538464,0.00811965811965812,0.005216622458001769,0.038461538461538464,0.003976814232535175,svd
2023-07-19,0.4999044742110743,0.9883503196640182,0.0029411764705882353,0.00890092879256966,0.003959276018099548,0.058823529411764705,0.004078992531683836,svd
2023-07-20,0.4983051308112336,0.9879581628012732,0.002,0.005714285714285714,0.0029629629629629632,0.04,0.0024978338584644147,svd
2023-07-21,0.4954388203692477,0.9879146168368542,0.0,0.0,0.0,0.0,0.0,svd
2023-07-22,0.5031334912265811,0.988113719402236,0.006896551724137932,0.01532567049808429,0.009512485136741976,0.0,0.007365126902884765,svd
2023-07-23,0.4954395231809368,0.9880673033196907,0.0,0.0,0.0,0.0,0.0,svd
2023-07-24,0.49872546506462306,0.9891126982853168,0.0029411764705882353,0.0065359477124183,0.004056795131845843,0.058823529411764705,0.0031410100027008557,svd
2023-07-25,0.5150210447685335,0.9886625582161173,0.008620689655172414,0.03908045977011494,0.014032983508245878,0.034482758620689655,0.014303747946383605,svd
2023-07-26,0.5023908538305915,0.9864672029605935,0.013793103448275864,0.013793103448275864,0.013793103448275865,0.27586206896551724,0.013793103448275864,svd
2023-07-27,0.5113530044123471,0.9875917624894431,0.009523809523809525,0.031746031746031744,0.01465201465201465,0.19047619047619047,0.013094209729339093,svd
2023-07-28,0.4979739542822259,0.987845714994419,0.002272727272727273,0.00505050505050505,0.003134796238244515,0.0,0.0024271440929961156,svd
2023-07-29,0.5087889875612863,0.9876853115052296,0.004,0.026666666666666665,0.006956521739130436,0.08,0.008528782951147592,svd
2023-07-30,0.49544446063627434,0.9891465817795968,0.0,0.0,0.0,0.0,0.0,svd
2023-08-14,0.4961290130877531,0.9861180919556736,0.0013157894736842105,0.0013850415512465374,0.001349527665317139,0.02631578947368421,0.0013157894736842105,svd
2023-08-15,0.49543898843955797,0.9879490677580719,0.0,0.0,0.0,0.0,0.0,svd
2023-08-16,0.498540050003982,0.9893385882471831,0.001851851851851852,0.006172839506172839,0.0028490028490028487,0.037037037037037035,0.002546096336260379,svd
2023-08-17,0.5109621592179494,0.9867472227635938,0.01904761904761905,0.030886243386243382,0.02312534209085933,0.047619047619047616,0.019209389049805455,svd
2023-08-18,0.49543135826111356,0.9862924706035211,0.0,0.0,0.0,0.0,0.0,svd
2023-08-19,0.4954393295790375,0.9880248597847506,0.0,0.0,0.0,0.0,0.0,svd
2023-08-20,0.49543416266545814,0.9868948695688122,0.0,0.0,0.0,0.0,0.0,svd
2023-08-21,0.49544007670654366,0.9881884110002153,0.0,0.0,0.0,0.0,0.0,svd
2023-08-22,0.4982213137350805,0.9877124110217074,0.0030612244897959186,0.005539358600583091,0.00392156862745098,0.02040816326530612,0.0030612244897959186,svd
2023-08-23,0.49543945522031513,0.9880509949663643,0.0,0.0,0.0,0.0,0.0,svd
2023-08-24,0.4954385789504653,0.98785917488922,0.0,0.0,0.0,0.0,0.0,svd
2023-08-25,0.4954386399893469,0.9878732757313932,0.0,0.0,0.0,0.0,0.0,svd
2023-08-26,0.4979780875503617,0.988252235864787,0.002777777777777778,0.005050505050505051,0.0035842293906810036,0.05555555555555555,0.002777777777777778,svd
2023-08-27,0.4954438961803641,0.9890232237223817,0.0,0.0,0.0,0.0,0.0,svd
2023-08-28,0.50280753211214,0.9869096342493341,0.0071428571428571435,0.014682539682539682,0.00960591133004926,0.14285714285714285,0.007264184644496949,svd
2023-08-29,0.49543414991754503,0.9868924377390791,0.0,0.0,0.0,0.0,0.0,svd
2023-08-30,0.4954405697694957,0.9882943425462751,0.0,0.0,0.0,0.0,0.0,svd
2023-08-31,0.5232592142545142,0.9890859481582538,0.008333333333333333,0.05555555555555555,0.014492753623188408,0.16666666666666666,0.017768297814890813,svd
2023-09-01,0.5000529570301148,0.9881294005112041,0.003448275862068966,0.009195402298850575,0.004951370468611847,0.034482758620689655,0.004094641416518285,svd
2023-09-02,0.49543942898308313,0.9880465146495159,0.0,0.0,0.0,0.0,0.0,svd
2023-09-03,0.5028513552580511,0.9879569083125558,0.005172413793103449,0.014778325123152709,0.007662835249042147,0.0,0.006459915151201073,svd
2023-09-04,0.49543820504508734,0.9877785356980446,0.0,0.0,0.0,0.0,0.0,svd
2023-09-05,0.49929015651583325,0.987901199109643,0.005263157894736842,0.007655502392344497,0.006209071064758671,0.02631578947368421,0.005263157894736842,svd
2023-09-06,0.5258272912665704,0.9887965604200256,0.018181818181818184,0.0606060606060606,0.02797202797202797,0.0,0.024998036756010998,svd
